t, x, ts
0.0,0.0199999995529651,0.07392935454845427
0.0100125158205628,0.0199999995529651,0.14785870909690854
0.0200250316411256,0.0199999995529651,0.2957174181938171
0.030037548393011,0.0199999995529651,0.6488898396492004
0.0400500632822513,0.0199999995529651,0.8468685746192932
0.0500625781714916,0.0199999995529651,0.9562113881111144
0.0600750967860221,0.0199999995529651,1.0175833702087402
0.0700876116752624,0.0199999995529651,1.051671266555786
0.0801001265645027,0.0199999995529651,1.0696202516555786
0.0901126414537429,0.0199999995529651,1.0779296159744265
0.1001251563429832,0.0199999995529651,1.0806525945663452
0.1101376712322235,0.0199999995529651,1.0804400444030762
0.1201501935720443,0.0199999995529651,1.079057216644287
0.130162701010704,0.0199999995529651,1.0776777267456057
0.1401752233505249,0.0199999995529651,1.0770347118377686
0.1501877307891845,0.0199999995529651,1.077548623085022
0.1602002531290054,0.0199999995529651,1.07940673828125
0.1702127754688263,0.0199999995529651,1.0826398134231567
0.1802252829074859,0.0199999995529651,1.0871754884719849
0.1902378052473068,0.0199999995529651,1.0928866863250732
0.2002503126859665,0.0199999995529651,1.0996156930923462
0.2102628350257873,0.0199999995529651,1.1072022914886477
0.220275342464447,0.0199999995529651,1.1154887676239014
0.2302878648042678,0.0199999995529651,1.1243287324905396
0.2403003871440887,0.0199999995529651,1.133592963218689
0.2503128945827484,0.0199999995529651,1.1431657075881958
0.2603254318237304,0.0199999995529651,1.1529465913772583
0.2703379392623901,0.0199999995529651,1.1628483533859253
0.2803504467010498,0.0199999995529651,1.1727977991104126
0.2903629541397095,0.0199999995529651,1.1827294826507568
0.3003754913806915,0.0199999995529651,1.1925888061523438
0.3103879988193512,0.0199999995529651,1.2023276090621948
0.3204005062580108,0.0199999995529651,1.2119070291519165
0.3304130136966705,0.0199999995529651,1.22129225730896
0.3404255509376526,0.0199999995529651,1.2304527759552002
0.3504380583763122,0.0199999995529651,1.2393659353256226
0.3604505658149719,0.0199999995529651,1.2480106353759766
0.3704630732536316,0.0199999995529651,1.256369709968567
0.3804756104946136,0.0199999995529651,1.2644305229187012
0.3904881179332733,0.0199999995529651,1.2721813917160034
0.400500625371933,0.0199999995529651,1.279615044593811
0.4105131328105926,0.0199999995529651,1.286724328994751
0.4205256700515747,0.0199999995529651,1.293506145477295
0.4305381774902344,0.0199999995529651,1.299958348274231
0.440550684928894,0.0199999995529651,1.3060777187347412
0.4505631923675537,0.0199999995529651,1.311864733695984
0.4605757296085357,0.0199999995529651,1.3173229694366455
0.4705882370471954,0.0199999995529651,1.3224509954452517
0.4806007742881775,0.0199999995529651,1.327255368232727
0.4906132817268371,0.0199999995529651,1.3317413330078125
0.5006257891654968,0.0199999995529651,1.3359143733978271
0.5106382966041565,0.0199999995529651,1.3397852182388306
0.5206508636474609,0.0199999995529651,1.3433629274368286
0.5306633710861206,0.0199999995529651,1.3466637134552002
0.5406758785247803,0.0199999995529651,1.34970223903656
0.5506883859634399,0.0199999995529651,1.3524985313415527
0.5607008934020996,0.0199999995529651,1.3550724983215332
0.5707134008407593,0.0199999995529651,1.3574481010437012
0.580725908279419,0.0199999995529651,1.3596513271331787
0.5907384157180786,0.0199999995529651,1.3617101907730105
0.6007509827613831,0.0199999995529651,1.3636531829833984
0.6107634902000427,0.0199999995529651,1.3655073642730713
0.6207759976387024,0.0199999995529651,1.3673049211502075
0.6307885050773621,0.0199999995529651,1.3690695762634275
0.6408010125160217,0.0199999995529651,1.3708298206329346
0.6508135199546814,0.0199999995529651,1.372607946395874
0.6608260273933411,0.0199999995529651,1.3744242191314695
0.6708385348320007,0.0199999995529651,1.3762942552566528
0.6808511018753052,0.0199999995529651,1.3782289028167725
0.6908636093139648,0.0199999995529651,1.3802343606948853
0.7008761167526245,0.0199999995529651,1.3823107481002808
0.7108886241912842,0.0199999995529651,1.384449481964111
0.7209011316299438,0.0199999995529651,1.3866379261016846
0.7309136390686035,0.0199999995529651,1.388852596282959
0.7409261465072632,0.0199999995529651,1.3910621404647827
0.7509386539459229,0.0199999995529651,1.393225908279419
0.7609512209892273,0.0199999995529651,1.395288586616516
0.770963728427887,0.0199999995529651,1.3971837759017944
0.7809762358665466,0.0199999995529651,1.39882493019104
0.7909887433052063,0.0199999995529651,1.400105595588684
0.801001250743866,0.0199999995529651,1.400889277458191
0.8110137581825256,0.0199999995529651,1.4010047912597656
0.8210262656211853,0.0199999995529651,1.4002373218536377
0.831038773059845,0.0199999995529651,1.398311734199524
0.8410513401031494,0.0199999995529651,1.3948893547058103
0.8510638475418091,0.0199999995529651,1.3895490169525146
0.8610763549804688,0.0199999995529651,1.381778359413147
0.8710888624191284,0.0199999995529651,1.3709708452224731
0.8811013698577881,0.0199999995529651,1.3564293384552002
0.8911138772964478,0.0199999995529651,1.3373875617980957
0.9011263847351074,0.0199999995529651,1.3130391836166382
0.9111388921737672,0.0199999995529651,1.2826108932495115
0.9211514592170716,0.0199999995529651,1.2454320192337036
0.9311639666557312,0.0199999995529651,1.201042890548706
0.9411764740943908,0.0199999995529651,1.149314284324646
0.9511889815330504,0.0199999995529651,1.090535044670105
0.961201548576355,0.0199999995529651,1.0254541635513306
0.9712140560150146,0.0199999995529651,0.9551777839660645
0.9812265634536744,0.0199999995529651,0.881108820438385
0.991239070892334,0.0199999995529651,0.8054636716842651
1.0012515783309937,0.0199999995529651,0.73274165391922
1.011264085769653,0.0199999995529651,0.6709704995155334
1.021276593208313,0.0199999995529651,0.6297899484634399
